mffmuQvjZe6wcYN9aGGtJ6MpBuaBd6HCD1	 OpenLongPosition	 622	 mvo6Tw62DDWWWS2Y5of8x8hMKb94E27mbN	 OpenShortPosition	 622	 622
mi6Scc8zrSwv6t8DKSEwJJbukS1MDzVvMu	 OpenLongPosition	 1273	 my7sjVLnFcu74Mmfxyrs6QiaoUUhEbGmLL	 OpenShortPosition	 1273	 1273
mkodHENjGLWBdAXe17AZGW1GdnxTb79vdt	 OpenLongPosition	 258	 my7sjVLnFcu74Mmfxyrs6QiaoUUhEbGmLL	 ShortPosIncreased	 1531	 258
mkg1diyCQ5sjfGLpM6aqaL7N9b3xJYFBcQ	 OpenLongPosition	 2021	 n472wQHJAerRMDCUw4wC6oL2VJV3KSpCbg	 OpenShortPosition	 2021	 2021
muVLkkFkc7vPhR8xnfryG4fYu6pU4DEMQ1	 OpenLongPosition	 550	 n472wQHJAerRMDCUw4wC6oL2VJV3KSpCbg	 ShortPosIncreased	 2571	 550
muZdAobaFmmFSr7iW9zU87jHC3asjy7hti	 OpenLongPosition	 2232	 n472wQHJAerRMDCUw4wC6oL2VJV3KSpCbg	 ShortPosIncreased	 4803	 2232
moSFRxAU3FkxLzWVtsJvNfxP2hhrHGnSDV	 OpenLongPosition	 2395	 mhhmLnKh1MzRQbRCC8rPuYfoT9GpqWeHiS	 OpenShortPosition	 2395	 2395
mjWsVzeYYUiwgJijv1SdZmN8Ct5mJQzqgs	 OpenLongPosition	 990	 mhhmLnKh1MzRQbRCC8rPuYfoT9GpqWeHiS	 ShortPosIncreased	 3385	 990
mqGy6xgU3Fxb779iKJPLYgLWH4L5P1SKfB	 OpenLongPosition	 2024	 mx4er8UPcnvkK748GUSLcinauoaMzNtAjW	 OpenShortPosition	 2024	 2024
mrBdyobLHzT8c36XFtzoyxxngUE29rnEUW	 OpenLongPosition	 1132	 mx4er8UPcnvkK748GUSLcinauoaMzNtAjW	 ShortPosIncreased	 3156	 1132
mnWrNeaNeHUBnRiU9k4UckTcwUtceuUXpr	 OpenLongPosition	 473	 mrCcYmPsdFoWGEweWQ7Wbz2ZJAuULTmBS5	 OpenShortPosition	 473	 473
mzpFParbkxyZ6CKkFWZdmaGQrY5UM5yA39	 OpenLongPosition	 1141	 mrCcYmPsdFoWGEweWQ7Wbz2ZJAuULTmBS5	 ShortPosIncreased	 1614	 1141
