1,11000
2,11000
3,10997
4,10997
5,11005
6,11005
7,11005
8,11005
9,10997
10,10997
11,10999
12,10999
13,10999
14,10999
15,10999
16,10999
17,10999
18,10994
19,10994
20,10997
21,10997
22,10997
23,10997
24,10991
25,10991
26,10991
27,10991
28,10994
29,11000
30,11000
31,10995
32,10995
33,10995
34,10995
35,10991
36,10991
37,10991
38,10991
39,10993
40,10993
41,10993
42,10993
43,10993
44,11000
45,10997
46,10997
47,10997
48,10997
49,11004
50,11004
51,11004
52,11004
53,10998
54,10998
55,10998
56,11001
57,11001
58,11001
59,11001
60,11001
61,11001
62,11001
63,11001
64,11001
65,11001
66,11001
67,11001
68,11001
69,11000
70,10991
71,10991
72,10991
73,10983
74,10983
75,10985
76,10988
77,10985
78,10993
79,10993
80,10993
1,11000
2,11000
3,11006
4,10993
5,10993
6,10993
7,10993
8,11007
9,11007
10,11011
11,11011
12,11011
13,11011
14,11016
15,11016
16,11016
17,11016
18,11016
19,11009
20,11009
21,11011
22,11019
23,11019
24,11023
25,11023
26,11023
27,11023
28,11023
29,11024
30,11027
31,11027
32,11023
33,11023
34,11023
35,11023
36,11023
37,11030
38,11030
39,11030
40,11030
41,11030
42,11030
43,11030
44,11030
45,11031
46,11031
47,11031
48,11033
49,11033
50,11033
51,11033
52,11033
53,11033
54,11033
55,11037
56,11037
57,11035
58,11035
59,11035
60,11035
61,11037
62,11037
63,11037
64,11037
65,11037
66,11037
67,11038
68,11038
69,11038
70,11038
71,11032
72,11033
73,11033
74,11033
75,11033
76,11033
77,11033
78,11025
79,11033
80,11025
81,11019
82,11022
83,11034
84,11034
85,11034
86,11035
87,11036
88,11036
89,11036
90,11036
91,11036
92,11035
93,11035
94,11029
95,11029
96,11030
97,11026
98,11026
99,11026
100,11026
101,11026
102,11027
103,11023
104,11023
105,11027
106,11027
107,11032
108,11032
109,11032
110,11032
111,11032
112,11035
113,11035
114,11038
115,11038
116,11039
117,11039
118,11039
119,11039
120,11039
121,11032
122,11032
123,11035
124,11035
125,11028
126,11020
127,11020
128,11020
129,11020
130,11020
131,11020
132,11028
133,11028
134,11025
135,11025
136,11020
137,11020
138,11017
139,11022
140,11022
141,11022
142,11026
143,11026
144,11030
145,11030
146,11022
147,11024
148,11022
149,11015
150,11015
151,11015
152,11015
153,11018
154,11018
155,11018
156,11018
157,11025
158,11032
159,11037
160,11040
161,11040
162,11040
163,11038
164,11038
165,11038
166,11038
167,11035
168,11041
169,11041
170,11041
171,11040
172,11034
173,11034
174,11034
175,11034
176,11035
177,11041
178,11041
179,11041
180,11041
